priority_rank,project_code,project_name,agency,state,physical_progress,expenditure_percent,cost_overrun_percent,time_overrun_percent,risk_score,risk_category,warnings,risk_explanation
256,705632,Vijayawada19.50 km & Kazipet10.65 km -Byepass line,CAO/C/SCoR SCoR mor,"Multi-States (Andhra Pradesh, Telangana)",90.0,109.06646058732612,31.001437403400345,37.37166324435318,60,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 705632 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
257,618618,6L Amritsar-Bathinda Greenfield section from Jn. with Bhagta Bhai Ka-Bhadaur Road near Dyalpura Bhai Ka to Jn. with Mandi Dabwali Bathinda Road on NH-54 near Sangat Kalan from km 93.000 to km 154.866 of NH-754A Pkg-3,NHAI,Punjab,74.0,71.07142329129644,20.79199377085225,44.052054794520735,60,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618618 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
258,701349,Paradip-Numaligarh Crude Oil Pipeline [PNCPL] & Crude Oil Import Terminal [COIT] at Paradip,Numaligarh Refinery Limited,West Bengal,93.2,109.19524833789598,28.85787935080173,40.23406374501999,60,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 701349 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
259,618922,4L of Shakral Village to Dhalli Section from Km 146.300 to Km 156.560 Shimla Bypass - Pkg II and Shimla connectivity from Km 0.000 to Km 0.725 of NH-5,NHAI,Himachal Pradesh,59.88,76.97647551961396,38.1031253514359,22.29223744292224,60,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618922 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
260,707039,Establishment of new GMC Gangtok,"Medical Education, Ministry of Health and Family Welfare",Sikkim,92.0,266.884,166.884,0.0,60,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 707039 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
261,705419,Gwalior-Sheorpurkalan with extension to Kota 284 km,CAO/C/NCR NCR mor,Madhya Pradesh,91.0,105.34672159285961,23.975214555441163,22.18368962787009,60,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 705419 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
262,616615,"Sewer Network, SPS and STP at Begusarai",National Mission for Clean Ganga,Bihar,97.0,113.80509432322003,20.95979309745279,23.35085007727968,60,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 616615 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
263,705410,Nangal Dam-Talwara 83.74 km - New broad gauge line & taking over siding Mukerian- Talwara 29.16 km,CAOC/NR NR mor,"Multi-States (Himachal Pradesh, Punjab)",84.0,145.40485629335976,91.08476709613495,1.3602823227462195,60,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 705410 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
264,701405,J. Chokka Rao Devadula Lift Irrigation Scheme,Irrigation and CAD-TG,Telangana,87.7,59.032571570022604,47.258425185136446,48.157051282051285,60,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 701405 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
265,400299,Pottangi Bauxite Mines Project,National Aluminium Company Limited [NALCO],Odisha,52.4,55.78349022447502,28.241897175959373,25.69110576923076,60,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 400299 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
266,400298,Nadikude-Srikalahasti 308.7 km,CAO/C/SCoR SCoR mor,Andhra Pradesh,2.0,109.67474048442907,142.74320934256096,3.716019575856302,60,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 400298 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
267,705481,Ramganj Mandi-Bhopal 262 km,CPM/Kota WCR mor,"Multi-States (Madhya Pradesh, Rajasthan)",86.0,148.36774406332452,63.06084102902391,2.3852385238524056,60,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 705481 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
268,618110,Improvement and upgradation to two lane with Paved Shoulder configuration from existing km 55.00 to km 90.00 Design length 34.76 of NH-227A near Chhapia Village to near Sikriganj in the State of UP on EPC Mode.,MoRTH,Uttar Pradesh,0.0,40.98857087037218,0.8938491094395892,133.45521023765997,60,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 618110 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
269,707017,Establishment of new GMC Jhanjharpur,"Medical Education, Ministry of Health and Family Welfare",Bihar,0.0,60.0,4.8356,151680.55190538763,60,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 707017 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
270,706989,Establishment of new GMC West Garo Hills [Tura],"Medical Education, Ministry of Health and Family Welfare",Meghalaya,0.0,90.0,0.4380952380952397,151680.55190538763,60,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 706989 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
271,707016,Establishment of new GMC Sitamarhi,"Medical Education, Ministry of Health and Family Welfare",Bihar,0.0,60.0,4.8356,151680.55190538763,60,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 707016 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
272,705357,Baramati - Lonand 54 km,CAOC/CR CR mor,Maharashtra,60.0,817.6270941652225,915.2599653379554,2.561417971970276,60,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 705357 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
273,705356,Ahmednagar - Beed - Parli - Vaijnath New Broad Gauge Line Railway Project [261.3 km],CAOC/CR CR mor,Maharashtra,93.0,199.10780054122824,106.02792407047784,0.0,60,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 705356 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
274,618814,4L Access Controlled Greenfield Highway section on NH163G Warangal-Khammam from Oorugonda village in Hanamkonda District at Design Ch. 112.240 Km to Venkatpur village in Warangal District at Design Ch. 150.240 KmPackage-I,NHAI,Telangana,0.5,14.019779450376335,31.88359005776301,37.70639269406394,60,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618814 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
275,618571,Permanent rectification of 3 nos. of black spots in project Highway NH-27 of U.P border - Dewapur - Kotwa section from Km.360.915 to km.440.000 Total Length of 79.085 Km of NH-27& Permanent rectification of 5 nos. of black spots of project Highway NH-27 of Kotwa - Mehsi - Muzaffarpur Section from km.440.000 to km.520.000 Total length 80.00Km,NHAI,Bihar,83.01,102.83828382838283,33.10376237623747,46.03556771545836,60,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618571 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
276,400120,KG-DWN-98/2 Cluster - II Development Project - NELP Block,Oil and Natural Gas Corporation Limited [ONGC],Andhra Pradesh,96.9,97.58908620486886,8.172337116311903,143.01352221506767,55,HIGH,['Predicted completion is significantly later than planned.'],Project 400120 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
277,400119,Life Extension of 48 well platforms of Mumbai High & Heera Fields,Oil and Natural Gas Corporation Limited [ONGC],Offshore,90.0,97.88478354211783,8.413468560092094,364.2946009389676,55,HIGH,['Predicted completion is significantly later than planned.'],Project 400119 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
